Banner Fund,Banner Fund Description,Worktag Type,MyDay ID,MyDay Description,"Related Fund
(expense)","Related Fund Description
(expense)","Related Fund
(revenue)","Related Fund Description
(revenue)","Related
Cost Center","Related
Cost Center Description",Related Program Code,Related Program Code Description
25518,ADHT Restricted_PS,Gift,GF25518,ADHT Restricted_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10530,School of Art & Design History & Theory: Program Admin Budget,PG3008,Instruction
25519,SDS Restricted_PS,Gift,GF25519,SDS Restricted_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10540,School of Design Strategies: Program Admin Budget,PG3008,Instruction
25520,Blick Art Scholarship Fund_PS,Gift,GF25520,Blick Art Scholarship Fund_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10540,School of Design Strategies: Program Admin Budget,null, 
25521,Echo Design Group Scholarship_PS,Gift,GF25521,Echo Design Group Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,null, 
25522,T Snowdon Fdn Playwriting Fellow_DR,Gift,GF25522,T Snowdon Fdn Playwriting Fellow_DR,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25523,Women in NY Fashion Research Agend,Gift,GF25523,Women in NY Fashion Research Agend,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10530,School of Art & Design History & Theory: Program Admin Budget,PG3852,Sponsored Non-Research
25524,Gale Gould Scholarship_Sigal Fdn_PS,Gift,GF25524,Gale Gould Scholarship_Sigal Fdn_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
25525,Design Learning Futures_Mozilla Fdn,Gift,GF25525,Design Learning Futures_Mozilla Fdn,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10500,School Art; Media & Tech: Program Admin Budget,PG3700,Academic Support
25527,Sundiata Award in Creative Arts_LC,Gift,GF25527,Sundiata Award in Creative Arts_LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25280,Dept. Admin. General Arts LC,null, 
25528,A Oliver Award in Poetry_LC,Gift,GF25528,A Oliver Award in Poetry_LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25281,Literature LC,null, 
25529,O& F Walter Outreach Prog Exp_MA,Gift,GF25529,O& F Walter Outreach Prog Exp_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
25530,O'Kelley Internship_NYCT_CA,Gift,GF25530,O'Kelley Internship_NYCT_CA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC88500,Student Health Services,PG3900,Auxiliary Activities
25531,Mannes Academic Tech Fund_Sharp Fdn,Gift,GF25531,Mannes Academic Tech Fund_Sharp Fdn,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
25532,Nokia China_PS,Gift,GF25532,Nokia China_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10500,School Art; Media & Tech: Program Admin Budget,PG3852,Sponsored Non-Research
25533,Melamid Fellowship in Clinical Psy,Gift,GF25533,Melamid Fellowship in Clinical Psy,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20400,Student Funding NSSR,null, 
25534,Swarovski Scholarship_PS,Gift,GF25534,Swarovski Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,null, 
25536,Political Philosophy Student Conf,Gift,GF25536,Political Philosophy Student Conf,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20001,Dean's Office NSSR,PG3700,Academic Support
25537,Luminous Talks Series_Phillips Ligh,Gift,GF25537,Luminous Talks Series_Phillips Ligh,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10520,School of Constructed Environments: Program Admin Budget,PG3852,Sponsored Non-Research
25538,Contemporary Music Visiting Artist,Gift,GF25538,Contemporary Music Visiting Artist,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25288,Music; LC,PG3008,Instruction
25540,Tutorial Advising Prog_JCFund_LC,Gift,GF25540,Tutorial Advising Prog_JCFund_LC,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25180,Special Programs LC,PG3700,Academic Support
25541,Rena Down Screenwriting Prize_NSPE,Gift,GF25541,Rena Down Screenwriting Prize_NSPE,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15234,Screenwriting,PG3008,Instruction
25542,Global Mobility Fund,Gift,GF25542,Global Mobility Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,PG3700,Academic Support
25543,The Making Center_D Schwartz Fdn,Gift,GF25543,The Making Center_D Schwartz Fdn,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10001,Dean's Office PS,null, 
25544,President Initiave Restricted,Gift,GF25544,President Initiave Restricted,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72307,President Initiative Restricted,PG3852,Sponsored Non-Research
25545,Parsons Scholars Prog_Coyne Fdn,Gift,GF25545,Parsons Scholars Prog_Coyne Fdn,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10670,ESL + D,PG3852,Sponsored Non-Research
25546,Dyson Fdn Design Fund_PS,Gift,GF25546,Dyson Fdn Design Fund_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10520,School of Constructed Environments: Program Admin Budget,PG3700,Academic Support
25547,Guzik Piano Scholarship_MA,Gift,GF25547,Guzik Piano Scholarship_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
25548,IOrchestra Equipment_MA,Gift,GF25548,IOrchestra Equipment_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3700,Academic Support
25549,Marian L Cross Scholarship_NSPE,Gift,GF25549,Marian L Cross Scholarship_NSPE,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15200,Dean's Office - SUS,null, 
25550,Parsons Design Lab_Unger Fdn,Gift,GF25550,Parsons Design Lab_Unger Fdn,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10700,Parsons Design Lab (PDL),PG3852,Sponsored Non-Research
25551,Interdisciplinary Science Rsch_Hunt,Gift,GF25551,Interdisciplinary Science Rsch_Hunt,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25244,Science Technology and Society LC,PG3850,Sponsored Research & Programs
25552,Tragedy as Philosophy_Heritage Fdn,Gift,GF25552,Tragedy as Philosophy_Heritage Fdn,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20020,Faculty Research Fund - NSSR ,PG3850,Sponsored Research & Programs
25553,Station to Station Wkndr Challenge,Gift,GF25553,Station to Station Wkndr Challenge,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,PG3852,Sponsored Non-Research
25554,Exhibition Party_R Motto_PS,Gift,GF25554,Exhibition Party_R Motto_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,PG3852,Sponsored Non-Research
25555,Dean's Innovation Fund,Gift,GF25555,Dean's Innovation Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,null, ,null, 
25556,Fear of Art Conf_AGund Fdn,Gift,GF25556,Fear of Art Conf_AGund Fdn,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20505,Center for Public Scholarship,PG3852,Sponsored Non-Research
25557,The Alsop Entrepreneur Scholarship,Gift,GF25557,The Alsop Entrepreneur Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3852,Sponsored Non-Research
25558,MFA Product & Industrial Dsgn Prog,Gift,GF25558,MFA Product & Industrial Dsgn Prog,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10520,School of Constructed Environments: Program Admin Budget,PG3850,Sponsored Research & Programs
25559,The One Kings Lane Scholarship_PS,Gift,GF25559,The One Kings Lane Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10200,Scholarship PS BFA,null, 
25560,Southern Fashion House Scholarship_,Gift,GF25560,Southern Fashion House Scholarship_,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,null, 
25561,Eldridge Street Internship,Gift,GF25561,Eldridge Street Internship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC25181,Lang Off-Campus Programs/Non-Specific LC,PG3852,Sponsored Non-Research
25562,Parsons Fashion 30 Scholarship,Gift,GF25562,Parsons Fashion 30 Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,null, 
25563,Mannes Orchestra Concert,Gift,GF25563,Mannes Orchestra Concert,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45320,Orchestra - Mannes,PG3852,Sponsored Non-Research
25564,J Stanley Tucker Scholarship_PS,Gift,GF25564,J Stanley Tucker Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,null, 
25565,Jephson Educational Trust Sch_MA,Gift,GF25565,Jephson Educational Trust Sch_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
25566,Fashion Dsgn & Soc Runway Show_PS,Gift,GF25566,Fashion Dsgn & Soc Runway Show_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,PG3852,Sponsored Non-Research
25567,Parsons Design Lab_Conde Nast,Gift,GF25567,Parsons Design Lab_Conde Nast,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10700,Parsons Design Lab (PDL),PG3852,Sponsored Non-Research
25568,Retirement Equity Lab,Gift,GF25568,Retirement Equity Lab,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC20500,Center for Economic Policy Analysis,PG3850,Sponsored Research & Programs
25569,GadglTeration - Google,Gift,GF25569,GadglTeration - Google,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10500,School Art; Media & Tech: Program Admin Budget,PG3852,Sponsored Non-Research
25570,Design Thinking for Education,Gift,GF25570,Design Thinking for Education,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10500,School Art; Media & Tech: Program Admin Budget,PG3850,Sponsored Research & Programs
25571,Luminous Talks Series,Gift,GF25571,Luminous Talks Series,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10520,School of Constructed Environments: Program Admin Budget,PG3850,Sponsored Research & Programs
25572,Jeremiah Lighter Collection Fund,Gift,GF25572,Jeremiah Lighter Collection Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC72500,Office of the Librarian,PG3700,Academic Support
25573,Russell Performing Arts Innov Fund,Gift,GF25573,Russell Performing Arts Innov Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC68000,Performing Arts,PG3700,Academic Support
25574,Eubie Blake Scholarship_JZ,Gift,GF25574,Eubie Blake Scholarship_JZ,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC55200,Program Administration - Jazz,null, 
25575,Samsung Fashion & Dsgn Scholarship,Gift,GF25575,Samsung Fashion & Dsgn Scholarship,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,null, 
25576,Pieter Coecke van Aeist Symposium,Gift,GF25576,Pieter Coecke van Aeist Symposium,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10530,School of Art & Design History & Theory: Program Admin Budget,PG3852,Sponsored Non-Research
25577,Developmnt & Alumni Sposorship Fund,Gift,GF25577,Developmnt & Alumni Sposorship Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC92200,Office of the Chief Development Officer,PG3852,Sponsored Non-Research
25578,The Cathay Foundatioin Fund,Gift,GF25578,The Cathay Foundatioin Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC73210,Paris Administration,PG3852,Sponsored Non-Research
25579,Sylvia Marlowe Harpsichord Sch_MA,Gift,GF25579,Sylvia Marlowe Harpsichord Sch_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
25580,Mannes Opera,Gift,GF25580,Mannes Opera,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45380,Opera Program,PG3852,Sponsored Non-Research
25581,MA History of Dsgn & Curatorial,Gift,GF25581,MA History of Dsgn & Curatorial,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10530,School of Art & Design History & Theory: Program Admin Budget,PG3008,Instruction
25582,Marvin Traub Endowed Lecture Innv,Gift,GF25582,Marvin Traub Endowed Lecture Innv,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10540,School of Design Strategies: Program Admin Budget,PG3852,Sponsored Non-Research
25583,Marvin Traub Endowed Sch Innv,Gift,GF25583,Marvin Traub Endowed Sch Innv,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10540,School of Design Strategies: Program Admin Budget,null, 
25584,M Traub Lecture & Sch Innov_PS,Gift,GF25584,M Traub Lecture & Sch Innov_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10540,School of Design Strategies: Program Admin Budget,PG3852,Sponsored Non-Research
25585,Hugo Boss Fashion Collection Prize,Gift,GF25585,Hugo Boss Fashion Collection Prize,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,PG3852,Sponsored Non-Research
25586,Guitar Seminar at Mannes,Gift,GF25586,Guitar Seminar at Mannes,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45644,Mannes Summer Institutes,PG3008,Instruction
25587,Beethoven Institute Prog Fund_MA,Gift,GF25587,Beethoven Institute Prog Fund_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45644,Mannes Summer Institutes,PG3008,Instruction
25588,Mannes Yearlong Festival,Gift,GF25588,Mannes Yearlong Festival,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,PG3852,Sponsored Non-Research
25589,SDS Entrepreneurial Lab Prog_PS,Gift,GF25589,SDS Entrepreneurial Lab Prog_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10540,School of Design Strategies: Program Admin Budget,PG3852,Sponsored Non-Research
25590,Luxottica Parsons,Gift,GF25590,Luxottica Parsons,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,PG3852,Sponsored Non-Research
25591,Parsons Thesis Prize Fund,Gift,GF25591,Parsons Thesis Prize Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,PG3852,Sponsored Non-Research
25592,Dash Scholarship Prog_PS,Gift,GF25592,Dash Scholarship Prog_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10670,ESL + D,null, 
25593,Threadless Award_PS,Gift,GF25593,Threadless Award_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10510,School of Fashion: Program Admin Budget,PG3852,Sponsored Non-Research
25594,G Paley & the Disturbances of Man,Gift,GF25594,G Paley & the Disturbances of Man,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC15330,Liberal Arts Dept. Admin,PG3852,Sponsored Non-Research
25595,Future of Mobility_Ford Motors_PS,Gift,GF25595,Future of Mobility_Ford Motors_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10540,School of Design Strategies: Program Admin Budget,PG3852,Sponsored Non-Research
25596,Julius Rudel Conductors Fund_MA,Gift,GF25596,Julius Rudel Conductors Fund_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45001,Dean's Office - Mannes,PG3852,Sponsored Non-Research
25597,Bluewolf Portfolio & Art Scholarshp,Gift,GF25597,Bluewolf Portfolio & Art Scholarshp,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10500,School Art; Media & Tech: Program Admin Budget,PG3852,Sponsored Non-Research
25598,DK Urban Zen Fdn_Artisan Prog_PS,Gift,GF25598,DK Urban Zen Fdn_Artisan Prog_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10540,School of Design Strategies: Program Admin Budget,PG3852,Sponsored Non-Research
25599,Marie Powers Trust Scholarship_MA,Gift,GF25599,Marie Powers Trust Scholarship_MA,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC45200,College Division,null, 
25600,The Michael C Toth Scholarship_PS,Gift,GF25600,The Michael C Toth Scholarship_PS,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10500,School Art; Media & Tech: Program Admin Budget,null, 
25601,Lenore Segan Scholarship Fund,Gift,GF25601,Lenore Segan Scholarship Fund,FN01,Unrestricted operating fund,FN05,Temporarily restricted,CC10500,School Art; Media & Tech: Program Admin Budget,null, 
